소장구분,유물명,한자명칭,국적/시대,용도
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甁片,병편,한국-통일신라,식-음식기-음식
국립1-광주-광주,동이편,동이편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,土器底部片,토기저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甁口緣部片,병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁底部片,병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,扁甁底部片,편병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,동이편,동이편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甑底部片,시루저부편,한국-통일신라,식-취사-취사
국립1-광주-광주,石製品,석제품,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺片,호편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甁片,병편,한국-통일신라,식-음식기-음식
국립1-광주-광주,동이구연부편,동이구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,盞底部片,잔저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甁口緣部片,병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁口緣部片,병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁胴體部片,병동체부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁底部片,병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁底部片,병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,주름무늬병편,주름무늬병편,한국-통일신라,식-음식기-음식
국립1-광주-광주,동이구연부편,동이구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,동이저부편,동이저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,把手片,파수편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,盞,잔,한국-통일신라,식-음식기-음식
국립1-광주-광주,土器片,토기편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,一面扁甁,일면편병,한국-통일신라,식-음식기-음식
국립1-광주-광주,주름무늬병,주름무늬병,한국-통일신라,식-음식기-음식
국립1-광주-광주,주름무늬병동체부편,주름무늬병동체부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,把手片,파수편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺片,호편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺胴體部片,호동체부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甁口緣部片,甁口緣部片,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁底部片,병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,주름무늬병동체부편,주름무늬병동체부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甑底部片,시루저부편,한국-통일신라,식-취사-취사
국립1-광주-광주,盞,잔,한국-통일신라,식-음식기-음식
국립1-광주-광주,동이저부편,동이저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,大壺片,대호편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,扁戶片,편호편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺肩部片,호견부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,土器底部片,토기저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,土器片,토기편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁片,병편,한국-통일신라,식-음식기-음식
국립1-광주-광주,주름무늬병동체부편,주름무늬병동체부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,동이구연부편,동이구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,동이저부편,동이저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,동이파수편,동이파수편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,大壺,대호,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,四面扁甁,사면편병,한국-통일신라,식-음식기-음식
국립1-광주-광주,四面扁甁,사면편병,한국-통일신라,식-음식기-음식
국립1-광주-광주,四面扁甁,사면편병,한국-통일신라,식-음식기-음식
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺片,호편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺肩部片,호견부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,短頸壺口緣部片,단경호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,無頸壺口緣部片,무경호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,廣口甁口緣部片,광구병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,廣口甁口緣部片,광구병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁口緣部片,병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,扁甁口緣部片,편병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,扁甁口緣部片,편병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,扁甁口緣部片,편병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,扁甁口緣部片,편병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁胴體部片,병동체부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,扁甁底部片,편병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,扁甁底部片,편병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,四面扁甁,사면편병,한국-통일신라,식-음식기-음식
국립1-광주-광주,주름무늬병저부편,주름무늬병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,주름무늬병동체부편,주름무늬병동체부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,주름무늬병동체부편,주름무늬병동체부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,동이,동이,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,동이구연부편,동이구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,동이구연부편,동이구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,동이구연부편,동이구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,동이저부편,동이저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,동이파수편,동이파수편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,把手片,파수편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甑底部片,시루저부편,한국-통일신라,식-취사-취사
국립1-광주-광주,漁網錘,어망추,한국-통일신라,산업/생업-어업-어로
국립1-광주-광주,土器片,토기편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甁片,병편,한국-통일신라,식-음식기-음식
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺片,호편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甁口緣部片,병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,扁甁底部片,편병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,동이구연부편,동이구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,동이편,동이편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甑底部片,시루저부편,한국-통일신라,식-취사-취사
국립1-광주-광주,土器片,토기편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺片,호편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甁口緣部片,병구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁片,병편,한국-통일신라,식-음식기-음식
국립1-광주-광주,주름무늬병편,주름무늬병편,한국-통일신라,식-음식기-음식
국립1-광주-광주,동이구연부편,동이구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,동이파수편,동이파수편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,土器口緣部片,토기구연부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺胴體部片,호동체부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甁底部片,병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,甁片,병편,한국-통일신라,식-음식기-음식
국립1-광주-광주,大壺,대호,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,施釉土器,시유토기,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,土器口緣部片,토기구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺片,호편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,扁壺底部片,편호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,주름무늬병,주름무늬병,한국-통일신라,식-음식기-음식
국립1-광주-광주,土器片,토기편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,주름무늬병편,주름무늬병편,한국-통일신라,식-음식기-음식
국립1-광주-광주,土器底部片,토기저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺底部片,호저부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,주름무늬병편,주름무늬병편,한국-통일신라,식-음식기-음식
국립1-광주-광주,동이편,동이편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,壺片,호편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,甁底部片,병저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,壺口緣部片,호구연부편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,土器片,토기편,한국-통일신라,식-음식기-음식
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,청동바늘,청동바늘,한국-통일신라,주-생활용품-재봉구
국립1-광주-광주,청동뒤꽂이,청동뒤꽂이,한국-통일신라,의-장신구-신체장식
국립1-광주-광주,청동화살촉,청동화살촉,한국-통일신라,산업/생업-수렵-사냥구
국립1-광주-광주,靑銅容器臺脚片,청동용기대각편,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,청동저울추,청동저울추,한국-통일신라,산업/생업-상업-계측/계량
국립1-광주-광주,靑銅裝飾佩,청동장식패,한국-통일신라,주-생활용품-기타
국립1-광주-광주,靑銅裝飾佩,청동장식패,한국-통일신라,주-생활용품-기타
국립1-광주-광주,靑銅具,청동교구,한국-통일신라,의-대/구-구
국립1-광주-광주,銀箔靑銅腰帶裝飾,은박청동요대장식,한국-통일신라,의-대/구-대
국립1-광주-광주,靑銅甁,청동병,한국-통일신라,식-음식기-음식
국립1-광주-광주,靑銅鏡片,청동거울편,한국-통일신라,주-생활용품-화장구
국립1-광주-광주,청동조임고리,청동조임고리,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,常平通寶,상평통보,한국-조선,산업/생업-상업-화폐
국립1-광주-광주,開元通寶,개원통보,한국-고려,산업/생업-상업-화폐
국립1-광주-광주,靑銅容器把手片,청동용기파수편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,靑銅具,청동교구,한국-통일신라,의-대/구-구
국립1-광주-광주,靑銅透刻把手,청동투각파수,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,주-생활용품-기타
국립1-광주-광주,청동대접저부편,청동대접저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,주-생활용품-기타
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅容器片,청동용기편,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,청동대접저부편,청동대접저부편,한국-통일신라,식-음식기-음식
국립1-광주-광주,금동띠,금동띠,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅容器口緣部片,청동용기구연부편,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅容器低部片,청동용기저부편,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅香爐脚,청동향로다리,한국-통일신라,사회생활-의례생활-제례
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,주-생활용품-기타
국립1-광주-광주,靑銅大,청동대접,한국-통일신라,식-음식기-음식
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,주-생활용품-기타
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,주-생활용품-기타
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅鏃,청동촉,한국-통일신라,산업/생업-수렵-사냥구
국립1-광주-광주,청동고리,청동고리,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅容器口緣部片,청동용기구연부편,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅容器口緣部片,청동용기구연부편,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅容器臺脚片,청동용기대각편,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅容器臺脚片,청동용기대각편,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,黃銅注口片,황동주구편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,靑銅匙片,청동숟가락편,한국-통일신라,식-음식기-음식
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,주-생활용품-기타
국립1-광주-광주,靑銅匙片,청동숟가락편,한국-통일신라,식-음식기-음식
국립1-광주-광주,靑銅容器臺脚片,청동용기대각편,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅口緣部片,청동구연부편,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,銅環,동환,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅把手片,청동파수편,한국-통일신라,식-음식기-저장운반
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,靑銅製品,청동제품,한국-통일신라,기타-용도불명-용도불명품
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,금속제비녀,금속제비녀,한국-통일신라,의-장신구-신체장식
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,수키와,수키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
국립1-광주-광주,암키와,암키와,한국-통일신라,주-건축부재-지붕재
